88.8,14.48,14.37,14.36,14.33,14.3,14.42,14.31,14.37
161.3,14.41,14.42,14.29,14.48,14.34,14.34,14.33,14.29
495.3,14.39,14.44,14.37,14.38,14.4,14.3,14.34,14.37
695.9,14.32,14.34,14.37,14.41,14.44,14.36,14.46,14.42
